,State,Facility Name,Total Performance Score,PY2019 Payment Reduction Percentage,CMS Certification Date,StateLat,StateLon
259,NJ,RIVERVIEW MEDICAL CENTER,No Score,No Reduction,12/27/1990,40.1430058,-74.7311156
260,NJ,OCEAN COUNTY MEDICAL CENTER BRICK,No Score,No Reduction,1/6/1995,40.1430058,-74.7311156
261,NJ,MOUNTAINSIDE HOSPITAL,48,1.00%,11/9/1996,40.1430058,-74.7311156
262,NJ,FMC HILLSIDE DIALYSIS CTR,63,No Reduction,3/31/1980,40.1430058,-74.7311156
263,NJ,DVA FREEHOLD AKC,69,No Reduction,7/1/1997,40.1430058,-74.7311156
264,NJ,NO JERSEY LINCOLN PK,81,No Reduction,1/8/2001,40.1430058,-74.7311156
265,NJ,RCG ATLANTIC CITY,52,0.50%,10/9/2000,40.1430058,-74.7311156
266,NJ,DVA PERTH AMBOY DIALYSIS CTR,60,No Reduction,12/17/1997,40.1430058,-74.7311156
267,NJ,DVA OLD BRIDGE DIALYSIS CTR,75,No Reduction,12/16/1997,40.1430058,-74.7311156
268,NJ,FMC PHILLIPSBURG DIALYSIS CTR,71,No Reduction,3/11/1999,40.1430058,-74.7311156
269,NJ,DVA BURLINGTON NO DIALYSIS CTR,76,No Reduction,8/12/1999,40.1430058,-74.7311156
270,NJ,FMC HAMILTON SQUARE,68,No Reduction,4/12/2000,40.1430058,-74.7311156
271,NJ,RCG LAKEWOOD DIALYSIS,61,No Reduction,10/31/2001,40.1430058,-74.7311156
272,NJ,FMC SILVER DIALYSIS,55,0.50%,4/22/2002,40.1430058,-74.7311156
273,NJ,PHYSICIANS DIALYSIS BRICK,63,No Reduction,8/26/2002,40.1430058,-74.7311156
274,NJ,RV OLL SEWELL,68,No Reduction,9/30/2002,40.1430058,-74.7311156
275,NJ,SHINING STAR DAVITA MIDDLETOWN DC,79,No Reduction,7/9/2003,40.1430058,-74.7311156
276,NJ,DAVITA RENAL CTR TRENTON,61,No Reduction,11/3/2003,40.1430058,-74.7311156
277,NJ,DAVITA RENAL CTR NEWTON,65,No Reduction,11/12/2003,40.1430058,-74.7311156
278,NJ,FKC ACC LIVINGSTON ST BARNABAS SO ORANGE AVE,69,No Reduction,4/1/2004,40.1430058,-74.7311156
279,NJ,RCG WHITING DIALYSIS CTR,60,No Reduction,5/9/2005,40.1430058,-74.7311156
280,NJ,PHYSICIANS DIALYSIS HACKETTSTOWN,73,No Reduction,9/26/2007,40.1430058,-74.7311156
281,NJ,DAVITA PENNSAUKEN DIALYSIS CENTER,65,No Reduction,11/24/2008,40.1430058,-74.7311156
282,NJ,ST. JOSEPH'S PATERSON DIALYSIS,70,No Reduction,12/1/2011,40.1430058,-74.7311156
283,NJ,FMC VINELAND,54,0.50%,12/28/2016,40.1430058,-74.7311156
284,NJ,KENNEDY DIALYSIS CENTER WASHINGTON TWP,71,No Reduction,1/1/2008,40.1430058,-74.7311156
285,NJ,TRINITAS LIVINGSTON ST,56,0.50%,10/22/2002,40.1430058,-74.7311156
286,NM,322515 SHIPROCK DIALYSIS (DVA),60,No Reduction,2/6/1996,34.1662325,-106.0260685
287,NM,322519 SOUTHEASTERN NM KIDNEY CENTER (FMC),76,No Reduction,9/10/1974,34.1662325,-106.0260685
288,NM,322524 ACL DIALYSIS (DCI),84,No Reduction,5/29/2001,34.1662325,-106.0260685
289,NM,322536 RED ROCKS DIALYSIS - CROWNPOINT,83,No Reduction,12/30/1998,34.1662325,-106.0260685
290,NM,322542 HOME DIALYSIS OF NEW MEXICO,48,1.00%,10/22/2013,34.1662325,-106.0260685
291,NM,322545 JICARILLA APACHE NATION DIALYSIS TREATMENT CENTER,65,No Reduction,3/19/2015,34.1662325,-106.0260685
292,NM,322554- SOLID ROCK DIALYSIS LLC,68,No Reduction,3/8/2017,34.1662325,-106.0260685
293,NY,MT. SINAI KIDNEY CTR.,52,0.50%,7/21/1981,40.7056258,-73.97968
294,NY,THE NY HOSP MED CTR OF QUEENS,56,0.50%,9/9/1978,40.7056258,-73.97968
295,NY,WINTHROP UNIVERSITY HOSPITAL,68,No Reduction,3/7/1991,40.7056258,-73.97968
296,NY,BROOKDALE HOSPITAL & MEDICAL CENTER,28,2.00%,6/15/1981,40.7056258,-73.97968
297,NY,MARJORIE BASSER DIALYSIS CENTER,45,1.00%,11/9/1981,40.7056258,-73.97968
298,NY,S. NASSAU COMMUNITIES HOSP.,No Score,No Reduction,2/6/1989,40.7056258,-73.97968
299,NY,LAKE PLAINS DIALYSIS CENTER,81,No Reduction,7/19/1996,40.7056258,-73.97968
300,NY,ROGOSIN INSTITUTE-QUEENS,72,No Reduction,2/8/1993,40.7056258,-73.97968
301,NY,UTICA AVENUE DIALYSIS CLINIC INC.,63,No Reduction,5/3/1995,40.7056258,-73.97968
302,NY,BRONX DIALYSIS CENTER,70,No Reduction,8/20/1996,40.7056258,-73.97968
303,NY,FMS-AMSTERDAM DIALYSIS CENTER,75,No Reduction,8/14/1998,40.7056258,-73.97968
304,NY,PELHAM PARKWAY DIALYSIS CENTER,52,0.50%,8/3/2001,40.7056258,-73.97968
305,NY,NEW HYDE PARK DIALYSIS CENTER,65,No Reduction,8/6/2001,40.7056258,-73.97968
306,NY,FMS-LIVING CENTER,77,No Reduction,5/30/2002,40.7056258,-73.97968
307,NY,WOODMERE DIALYSIS LLC,29,2.00%,6/11/2003,40.7056258,-73.97968
308,NY,USRC SOUTH FLUSHING,62,No Reduction,12/22/2003,40.7056258,-73.97968
309,NY,CRD ASSOCIATES LLC  CLIFFSIDE NURSING HOME,39,1.50%,12/21/2005,40.7056258,-73.97968
310,NY,EASTCHESTER ROAD DIALYSIS CENTER,73,No Reduction,11/20/2007,40.7056258,-73.97968
311,NY,EAST END DIALYSIS MANAGEMENT LLC,51,0.50%,11/16/2007,40.7056258,-73.97968
312,NY,RIVER RENAL SERVICES LLC,72,No Reduction,8/15/2011,40.7056258,-73.97968
313,NY,AVANTUS IRVING PLACE DIALYSIS CENTER,47,1.00%,8/1/2013,40.7056258,-73.97968
314,NY,LONG ISLAND BAY SHORE DIALYSIS CENTER,54,0.50%,1/1/2015,40.7056258,-73.97968
315,NY,JULIA AND ISRAEL WALDBAUM DIALYSIS,59,0.50%,11/1/2016,40.7056258,-73.97968
316,NY,LIJ SATELLITE DIALYSIS FACILITY,69,No Reduction,9/1/1977,40.7056258,-73.97968
317,NY,WINTHROP UNIVERSITY HOSPITAL,75,No Reduction,2/25/1998,40.7056258,-73.97968
318,NY,FAXTON ST. LUKE'S HEALTHCARE - ROME,60,No Reduction,10/14/1998,40.7056258,-73.97968
319,NY,DR RAVINDER N AGARWAL,60,No Reduction,6/17/1999,40.7056258,-73.97968
320,NY,TRUDE WEISHAUPT MEMORIAL DIALYSIS CENTER,85,No Reduction,1/1/2006,40.7056258,-73.97968
321,NY,NASSAU UNIVERSITY MEDICAL CENTER,51,0.50%,2/8/2010,40.7056258,-73.97968
322,NY,NEW YORK - PRESBYTERIAN HOSPITAL - COLUMBIA,57,0.50%,1/1/2011,40.7056258,-73.97968
323,NY,UNITY HOSPITAL OF ROCHESTER - ST. MARY'S,59,0.50%,1/1/2011,40.7056258,-73.97968
324,NY,OISHEI CHILDREN'S HOSPITAL OF BUFFALO,No Score,No Reduction,1/1/2011,40.7056258,-73.97968
325,NC,WFU BAPTIST MEDICAL CENTER DIALYSIS UNIT,No Score,No Reduction,9/1/1976,35.2145629,-79.8912675
326,NC,CAROLINA DIALYSIS OF MEBANE,64,No Reduction,7/20/2012,35.2145629,-79.8912675
327,NC,ALBERMARLE DIALYSIS,62,No Reduction,7/8/2016,35.2145629,-79.8912675
328,NC,DUKE UNIVERSITY MEDICAL CENTER DIALYSIS UNIT,68,No Reduction,1/1/2006,35.2145629,-79.8912675
329,ND,ALTRU HOSPITAL,72,No Reduction,8/18/1977,47.4678819,-100.3022655
330,ND,CHI ST ALEXIUS HEALTH - DICKINSON DIALYSIS,89,No Reduction,3/14/1988,47.4678819,-100.3022655
331,ND,SANFORD FORT YATES DIALYSIS,79,No Reduction,6/23/1992,47.4678819,-100.3022655
332,ND,SANFORD DIALYSIS FARGO,65,No Reduction,2/19/2002,47.4678819,-100.3022655
333,OH,CHILDRENS HOSPITAL MEDICAL CTR - AKRON,16,2.00%,2/2/1990,40.1903624,-82.6692525
334,OH,FMC - CLEVELAND CLINIC EAST,53,0.50%,12/9/1999,40.1903624,-82.6692525
335,OH,FMC - ELYRIA RENAL CARE GROUP,63,No Reduction,11/8/1979,40.1903624,-82.6692525
336,OH,DAVITA BELDEN COMMUNITY DIALYSIS,57,0.50%,9/2/1998,40.1903624,-82.6692525
337,OH,DAVITA HOME DIALYSIS SERVICES OF SANDUSKY INC.,93,No Reduction,6/9/2003,40.1903624,-82.6692525
338,OH,FMC-PUTNAM CTY AMBULATORY CARE CTR-DIALYSIS,73,No Reduction,1/1/2005,40.1903624,-82.6692525
339,OH,DAVITA WADSWORTH DIALYSIS,91,No Reduction,8/26/2008,40.1903624,-82.6692525
340,OH,BOARDMAN DIALYSIS CENTER LLC,72,No Reduction,7/22/2010,40.1903624,-82.6692525
341,OH,DAVITA - AMHERST DIALYSIS,62,No Reduction,1/19/2011,40.1903624,-82.6692525
342,OH,DAVITA - MIAMISBURG DIALYSIS,74,No Reduction,10/10/2012,40.1903624,-82.6692525
343,OH,DAVITA - UPPER VALLEY KIDNEY CENTER,60,No Reduction,3/1/2013,40.1903624,-82.6692525
344,OH,DAVITA - ROSS DIALYSIS,87,No Reduction,9/30/2014,40.1903624,-82.6692525
345,OH,AFFILIATED DIALYSIS OF OHIO - BEACHWOOD,33,1.50%,7/25/2016,40.1903624,-82.6692525
346,OK,OU MEDICAL CENTER-CHILDRENS DIALYSIS,47,1.00%,2/5/1998,35.3097654,-98.7165585
347,OK,ARA - LAWTON DIALYSIS,60,No Reduction,12/9/1992,35.3097654,-98.7165585
348,OK,FMCNA - SHAWNEE,60,No Reduction,8/26/1996,35.3097654,-98.7165585
349,OK,DAVITA - STILWELL DIALYSIS,70,No Reduction,7/1/1999,35.3097654,-98.7165585
350,OK,FMCNA - STILLWATER MEDICAL CTR DIALYSIS,73,No Reduction,10/12/2000,35.3097654,-98.7165585
351,OK,DAVITA - ANADARKO,78,No Reduction,4/9/2007,35.3097654,-98.7165585
352,OK,FMCNA - JANE PHILLIPS,74,No Reduction,11/1/2013,35.3097654,-98.7165585
353,OR,HILLSBORO DIALYSIS CENTER,74,No Reduction,10/18/2006,44.1419049,-120.5380993
354,PA,M.S. HERSHEY MEDICAL CENTER,28,2.00%,12/16/1980,40.9945928,-77.6046984
355,PA,CHILDRENS HOSPITAL OF PITTSBURGH OF UPMC DIALYSIS UNIT,No Score,No Reduction,10/2/2009,40.9945928,-77.6046984
356,PA,DAVITA - WAVERLY DIALYSIS,61,No Reduction,8/1/1977,40.9945928,-77.6046984
357,PA,UPLAND DIALYSIS CENTER,51,0.50%,9/1/1977,40.9945928,-77.6046984
358,PA,FRESENIUS MEDICAL CARE GREENSBURG,55,0.50%,1/13/1979,40.9945928,-77.6046984
359,PA,DAVITA - FRANKLIN DIALYSIS CENTER,57,0.50%,9/1/1981,40.9945928,-77.6046984
360,PA,DAVITA - MCKEESPORT DIALYSIS,85,No Reduction,11/25/1981,40.9945928,-77.6046984
361,PA,FRESENIUS MEDICAL CARE WYNNEWOOD,55,0.50%,11/17/1983,40.9945928,-77.6046984
362,PA,CENTRAL KITTANNING DIALYSIS CENTER LLC,58,0.50%,3/22/1988,40.9945928,-77.6046984
363,PA,FRESENIUS MEDICAL CARE LATROBE,64,No Reduction,7/28/1989,40.9945928,-77.6046984
364,PA,FRESENIUS MEDICAL CARE MON VALLEY,72,No Reduction,6/12/1990,40.9945928,-77.6046984
365,PA,FRESENIUS MEDICAL CARE CLAIRTON,84,No Reduction,1/11/1993,40.9945928,-77.6046984
366,PA,FRESENIUS MEDICAL CARE OHIO VALLEY,80,No Reduction,7/7/1993,40.9945928,-77.6046984
367,PA,HONESDALE DIALYSIS CENTER,58,0.50%,10/1/1993,40.9945928,-77.6046984
368,PA,DAVITA - DELAWARE VALLEY DIALYSIS CENTER,90,No Reduction,7/28/1995,40.9945928,-77.6046984
369,PA,DAVITA - POCONO DIALYSIS CENTER,46,1.00%,10/20/1995,40.9945928,-77.6046984
370,PA,DAVITA - NORTHUMBERLAND DIALYSIS,71,No Reduction,5/8/1996,40.9945928,-77.6046984
371,PA,DAVITA - WYNCOTE,73,No Reduction,3/25/1998,40.9945928,-77.6046984
372,PA,US RENAL CARE CHAMBERSBURG,60,No Reduction,1/11/1999,40.9945928,-77.6046984
373,PA,FRESENIUS MEDICAL CARE PALMYRA/LEBANON COUNTY,63,No Reduction,12/31/1999,40.9945928,-77.6046984
374,PA,FRESENIUS MEDICAL CARE SHALER,90,No Reduction,5/31/2000,40.9945928,-77.6046984
375,PA,THE KIDNEY CENTER OF GREATER HAZLETON,67,No Reduction,8/13/2001,40.9945928,-77.6046984
376,PA,FRESENIUS MEDICAL CARE HAHNEMANN,55,0.50%,2/7/2002,40.9945928,-77.6046984
377,PA,LIBERTY DIALYSIS - WASHINGTON,63,No Reduction,7/6/2005,40.9945928,-77.6046984
378,PA,LIBERTY DIALYSIS - BADEN,60,No Reduction,12/30/2005,40.9945928,-77.6046984
379,PA,SCRANTON DIALYSIS,76,No Reduction,5/1/2005,40.9945928,-77.6046984
380,PA,ARA DIALYSIS UNIT AT OHIO VALLEY HOSPITAL LLC,80,No Reduction,6/12/2009,40.9945928,-77.6046984
381,PA,DAVITA - ALLEGHENY VALLEY DIALYSIS,70,No Reduction,9/1/2010,40.9945928,-77.6046984
382,PA,DAVITA BETHEL PARK,88,No Reduction,12/2/2014,40.9945928,-77.6046984
383,RI,DIALYSIS CENTER OF WESTERLY,84,No Reduction,11/19/1980,41.5827282,-71.5064508
384,SC,BMA OF BEAUFORT INC LOW COUNTRY DIALYSIS,63,No Reduction,2/10/1981,33.62505,-80.9470381
385,SC,BMA OF CHESTER INC,74,No Reduction,5/30/1983,33.62505,-80.9470381
386,SC,FRESENIUS MEDICAL CARE MANNING,74,No Reduction,9/6/1988,33.62505,-80.9470381
387,SC,FMC MARION,49,1.00%,10/11/1989,33.62505,-80.9470381
388,SC,FMC DIALYSIS SERVICES MURRELLS INLET,83,No Reduction,6/30/1999,33.62505,-80.9470381
389,SC,FMC DIALYSIS SERVICES ANDREWS,87,No Reduction,5/15/2001,33.62505,-80.9470381
390,SC,FRESENIUS MEDICAL CARE FAIRFIELD COUNTY,84,No Reduction,6/7/2001,33.62505,-80.9470381
391,SC,RIDGELAND DIALYSIS,81,No Reduction,2/3/2010,33.62505,-80.9470381
392,SC,KEOWEE DIALYSIS CENTER LLC,62,No Reduction,9/7/2012,33.62505,-80.9470381
393,SC,CURLEW DIALYSIS LLC,70,No Reduction,7/22/2013,33.62505,-80.9470381
394,SC,TOTAL RENAL CARE INC.,46,1.00%,4/16/2014,33.62505,-80.9470381
395,SD,AVERA GREGORY HEALTHCARE CTR DIALYSIS,86,No Reduction,5/1/2002,44.2126995,-100.2471641
396,SD,BLACK HILLS DIALYSIS - EAGLE BUTTE,66,No Reduction,1/10/1994,44.2126995,-100.2471641
397,SD,BLACK HILLS DIALYSIS - PINE RIDGE,77,No Reduction,3/5/2002,44.2126995,-100.2471641
398,SD,SHARPS CORNER,78,No Reduction,9/9/2004,44.2126995,-100.2471641
399,SD,SISSETON SATELLITE DIALYSIS,83,No Reduction,12/2/1998,44.2126995,-100.2471641
400,SD,AVERA DIALYSIS - MITCHELL,78,No Reduction,2/26/2015,44.2126995,-100.2471641
401,SD,AVERA MCKENNAN,No Score,No Reduction,9/6/2017,44.2126995,-100.2471641
402,TN,LEBONHEUR CHILDRENS HOSP DIALYSIS,19,2.00%,6/18/1984,35.830521,-85.9785989
403,TN,MEMPHIS EAST DIALYSIS,48,1.00%,3/22/1993,35.830521,-85.9785989
404,TN,FMC BRADLEY,65,No Reduction,4/28/1993,35.830521,-85.9785989
405,TN,DCI HOLSTON RIVER CLINIC,53,0.50%,2/12/2001,35.830521,-85.9785989
406,TN,DAVITA SOMERVILLE,47,1.00%,2/6/2009,35.830521,-85.9785989
407,TN,FMC MT MORIAH DIALYSIS,46,1.00%,7/23/2010,35.830521,-85.9785989
408,TN,SANDLIN DIALYSIS LLC,71,No Reduction,9/17/2012,35.830521,-85.9785989
409,TN,DIALYSIS CLINIC INC. (CAMP OKAWEHNA),No Score,No Reduction,6/9/2012,35.830521,-85.9785989
410,TX,TEXAS CHILDRENS HOSPITAL DIALYSIS UNIT,57,0.50%,2/2/1987,31.1693363,-100.0768425
411,TX,DRISCOLL CHILDREN'S HOSPITAL DIALYSIS UNIT,15,2.00%,4/8/2005,31.1693363,-100.0768425
412,TX,FRESENIUS MEDICAL CARE PERMIAN BASIN,73,No Reduction,8/31/1977,31.1693363,-100.0768425
413,TX,CORPUS CHRISTI DIALYSIS,49,1.00%,8/31/1987,31.1693363,-100.0768425
414,TX,ISLAND DIALYSIS,61,No Reduction,9/26/1977,31.1693363,-100.0768425
415,TX,KERRVILLE DIALYSIS,70,No Reduction,12/1/1981,31.1693363,-100.0768425
416,TX,CARTHAGE DIALYSIS CENTER,85,No Reduction,8/8/1983,31.1693363,-100.0768425
417,TX,FRESENIUS MEDICAL CARE BELLMEAD,88,No Reduction,8/25/1985,31.1693363,-100.0768425
418,TX,MARSHALL DIALYSIS CENTER,47,1.00%,9/18/1980,31.1693363,-100.0768425
419,TX,WESLACO RENAL CENTER,75,No Reduction,6/14/1994,31.1693363,-100.0768425
420,TX,SOUTH OAK CLIFF DIALYSIS CENTER,63,No Reduction,10/11/1994,31.1693363,-100.0768425
421,TX,FALLS COUNTY KIDNEY CENTER,87,No Reduction,3/5/1997,31.1693363,-100.0768425
422,TX,ALVIN DIALYSIS CENTER,60,No Reduction,2/6/1998,31.1693363,-100.0768425
423,TX,KIDNEY TREATMENT CENTER EAST,51,0.50%,8/31/1999,31.1693363,-100.0768425
424,TX,FMC GRANBURY,70,No Reduction,9/15/1999,31.1693363,-100.0768425
425,TX,BIOTRONICS KIDNEY  CENTER OF ORANGE,45,1.00%,3/22/2000,31.1693363,-100.0768425
426,TX,HARLINGEN DIALYSIS,65,No Reduction,9/21/2000,31.1693363,-100.0768425
427,TX,HOME KIDNEY CARE,17,2.00%,3/31/2003,31.1693363,-100.0768425
428,TX,JACKSONVILLE DIALYSIS CENTER,73,No Reduction,4/16/2003,31.1693363,-100.0768425
429,TX,DAVITA PHYSICIANS DIALYSIS NORTH HOUSTON,68,No Reduction,1/12/2004,31.1693363,-100.0768425
430,TX,TRC KILGORE DIALYSIS CENTER,67,No Reduction,6/8/2004,31.1693363,-100.0768425
431,TX,USRC EDINBURG,77,No Reduction,8/20/2004,31.1693363,-100.0768425
432,TX,US RENAL CARE CONWAY DIALYSIS,63,No Reduction,3/20/2017,31.1693363,-100.0768425
433,TX,BIO-MEDICAL APPLICATIONS OF TEXAS INC.,No Score,No Reduction,8/26/2017,31.1693363,-100.0768425
434,TX,ZZ CLOSED MARGETTE DIALYSIS LLC,No Score,No Reduction,8/26/2017,31.1693363,-100.0768425
435,TX,UNIVERSITY DIALYSIS WEST,75,No Reduction,5/17/1994,31.1693363,-100.0768425
436,UT,460015 LOGAN REGIONAL HOSPITAL DIALYSIS CENTER,77,No Reduction,2/2/1981,39.4997605,-111.547028
437,VT,SOUTHWESTERN VERMONT RENAL CENTER,81,No Reduction,2/8/2000,43.8717545,-72.4477828
438,VT,UNIVERSITY OF VERMONT MEDICAL CENTER DIALYSIS BERLIN,58,0.50%,9/24/1991,43.8717545,-72.4477828
439,VA,UNIVERSITY OF VIRGINIA HOSPITAL,42,1.00%,9/1/1977,38.0033855,-79.4587861
440,VA,VCU MEDICAL CENTER,56,0.50%,8/1/1977,38.0033855,-79.4587861
441,VA,CHILDRENS HOSPITAL OF KINGS DAUGHTERS,46,1.00%,7/1/1991,38.0033855,-79.4587861
442,VA,BMA - NASSAWADOX,66,No Reduction,7/1/1980,38.0033855,-79.4587861
443,VA,BMA - GREATER NORFOLK,60,No Reduction,9/26/1997,38.0033855,-79.4587861
444,VA,FMC - FRIENDSHIP MANOR,68,No Reduction,10/12/2000,38.0033855,-79.4587861
445,VA,DAVITA - GREATER PORTSMOUTH,58,0.50%,5/1/2003,38.0033855,-79.4587861
446,VA,FMC - LOCUST GROVE,97,No Reduction,12/20/2013,38.0033855,-79.4587861
447,VA,LEES DIALYSIS LLC,83,No Reduction,12/1/2015,38.0033855,-79.4587861
448,WA,PEACEHEALTH DIALYSIS CENTER,71,No Reduction,9/24/1985,38.8993487,-77.0145665
449,WA,FMC ABERDEEN,78,No Reduction,12/31/2000,38.8993487,-77.0145665
450,WA,VANCOUVER DIALYSIS CENTER,66,No Reduction,4/26/2007,38.8993487,-77.0145665
451,WA,EVERETT DIALYSIS CENTER,63,No Reduction,11/23/2009,38.8993487,-77.0145665
452,WA,SEAVIEW DIALYSIS CENTER,85,No Reduction,12/15/2009,38.8993487,-77.0145665
453,WV,WEST VIRGINIA UNIVERSITY HOSPITALS INC,No Score,No Reduction,2/23/2000,38.9201705,-80.1816905
454,WV,DAVITA - GREENBRIER DIALYSIS,49,1.00%,3/1/1990,38.9201705,-80.1816905
455,WV,WEST VIRGINIA DIALYSIS,64,No Reduction,3/13/2000,38.9201705,-80.1816905
456,WV,GREATER BOONE DIALYSIS,53,0.50%,2/4/2009,38.9201705,-80.1816905
457,WV,FMC - GREENBRIER COUNTY,60,No Reduction,11/18/2009,38.9201705,-80.1816905
458,WV,FMC - RIVER HILLS,60,No Reduction,5/25/2010,38.9201705,-80.1816905
459,WV,FMC - APPALACHIAN DIALYSIS,62,No Reduction,11/20/2013,38.9201705,-80.1816905
460,WV,BIO-MEDICAL APPLICATIONS OF WEST VIRGINIA INC,88,No Reduction,4/19/2016,38.9201705,-80.1816905
461,WI,GUNDERSEN LUTHERAN RENAL DIALYSIS - LA CROSSE,83,No Reduction,9/1/1977,44.7862968,-89.8267049
462,WI,CHILDRENS HOSPITAL OF WI,24,2.00%,10/19/1987,44.7862968,-89.8267049
463,WI,ST CATHERINES KIDNEY CTR - UNITED HOSP SYSTEM,74,No Reduction,10/1/2000,44.7862968,-89.8267049
464,WI,GREEN BAY NORTHWOOD DIALYSIS OF DAVITA,78,No Reduction,9/4/1992,44.7862968,-89.8267049
465,WI,TOTAL RENAL CARE INC,79,No Reduction,7/22/1997,44.7862968,-89.8267049
466,WI,DAVITA - FOND DU LAC DIALYSIS,79,No Reduction,6/30/1998,44.7862968,-89.8267049
467,WI,DAVITA - CEDARBURG,85,No Reduction,2/18/1999,44.7862968,-89.8267049
468,WI,DAVITA - OSHKOSH DIALYSIS,71,No Reduction,4/2/2004,44.7862968,-89.8267049
469,WI,ARA - MILWAUKEE,65,No Reduction,12/5/2005,44.7862968,-89.8267049
470,WI,TOTAL RENAL CARE INC,75,No Reduction,10/15/2008,44.7862968,-89.8267049
471,WI,DAVITA - MILL STREET HOME TRAINING,75,No Reduction,9/3/2013,44.7862968,-89.8267049
472,WI,DAVITA - SIREN DIALYSIS,86,No Reduction,8/21/2015,44.7862968,-89.8267049
473,WI,TOTAL RENAL CARE INC,46,1.00%,9/19/2016,44.7862968,-89.8267049
474,WI,MAYO CLINIC DIALYSIS - ONALASKA,48,1.00%,4/7/1999,44.7862968,-89.8267049
475,WI,SACRED HEART DIALYSIS AT ST JOSEPHS HOSP,70,No Reduction,7/1/2004,44.7862968,-89.8267049
476,WI,GUNDERSEN LUTHERAN RENAL DIALYSIS - RICHLAND CENTER,95,No Reduction,2/19/2014,44.7862968,-89.8267049
477,CA,NATOMAS DIALYSIS,56,0.50%,1/4/2007,37.2718745,-119.2704153
478,CA,EAST LOS ANGELES DIALYSIS CENTER,62,No Reduction,3/5/2007,37.2718745,-119.2704153
479,CA,DAVIES DIALYSIS,62,No Reduction,2/1/2011,37.2718745,-119.2704153
480,CA,DAVITA-SUN CITY MENIFEE DIALYSIS,58,0.50%,11/16/2012,37.2718745,-119.2704153
481,CA,DAVITA-BLUFF RD DIALYSIS,75,No Reduction,12/8/2014,37.2718745,-119.2704153
482,CA,SANDERLING DIALYSIS OF TEHACHAPI,59,0.50%,9/22/2016,37.2718745,-119.2704153
483,CA,DAVITA-SEVEN OAKS DIALYSIS,63,No Reduction,11/7/2016,37.2718745,-119.2704153
484,TX,DAVITA - SOUTH SHORE DIALYSIS CENTER,58,0.50%,10/5/2005,31.1693363,-100.0768425
485,TX,US RENAL CARE TARRANT DIALYSIS CENTER WEATHERFORD,65,No Reduction,7/10/2006,31.1693363,-100.0768425
486,TX,USRC ATASCOSA COUNTY DIALYSIS,78,No Reduction,3/9/2010,31.1693363,-100.0768425
487,TX,DIALYSIS SERVICES OF ALLEN,61,No Reduction,7/28/2010,31.1693363,-100.0768425
488,TX,US RENAL CARE TARRANT DIALYSIS CLEBURNE,48,1.00%,7/7/2010,31.1693363,-100.0768425
489,TX,USRC WESTOVER HILLS DIALYSIS LLC,66,No Reduction,3/15/2013,31.1693363,-100.0768425
490,TX,TEXAS CITY PD,No Score,No Reduction,6/19/2014,31.1693363,-100.0768425
491,TX,RENAL CENTER OF NORTH DALLAS LLC,58,0.50%,8/7/2014,31.1693363,-100.0768425
492,TX,COLLEGE PARK DIALYSIS,53,0.50%,10/6/2014,31.1693363,-100.0768425
493,TX,FRESENIUS MEDICAL CARE WACO LAKESHORE,98,No Reduction,12/2/2015,31.1693363,-100.0768425
494,TX,BELLAIRE DIALYSIS,60,No Reduction,4/27/2017,31.1693363,-100.0768425
495,FL,A UNIQUE KIDNEY CENTER LLC,32,1.50%,4/8/2011,27.9757279,-83.8330166
496,FL,LAKES DIALYSIS CENTER,43,1.00%,7/27/2011,27.9757279,-83.8330166
497,FL,NEW START DIALYSIS CENTER LLC,36,1.50%,11/17/2011,27.9757279,-83.8330166
498,FL,ST PETERSBURG KIDNEY CARE,79,No Reduction,7/16/2012,27.9757279,-83.8330166
499,FL,GAINESVILLE HOME DIALYSIS,82,No Reduction,2/12/2013,27.9757279,-83.8330166
500,FL,JOHNSON DIALYSIS CENTER - DAVIE,31,1.50%,12/23/2013,27.9757279,-83.8330166
501,FL,ULTIMATE CARE DIALYSIS CENTER,37,1.50%,1/17/2014,27.9757279,-83.8330166
502,FL,DIALYZE DIRECT FL,72,No Reduction,9/9/2015,27.9757279,-83.8330166
503,FL,LAKE SEMINOLE DIALYSIS,67,No Reduction,11/9/2016,27.9757279,-83.8330166
504,FL,CLERMONT DIALYSIS CENTER LLC,56,0.50%,3/13/2017,27.9757279,-83.8330166
505,FL,FRESENIUS KIDNEY CARE REGENCY DIALYSIS,100,No Reduction,6/26/2017,27.9757279,-83.8330166
506,FL,TRINITY DIALYSIS,No Score,No Reduction,9/6/2017,27.9757279,-83.8330166
507,GA,BIO-MEDICAL APPLICATIONS OF GA INC,82,No Reduction,7/14/2016,32.6781248,-83.2229757
508,GA,PURE LIFE RENAL OF PERIMETER,81,No Reduction,4/18/2017,32.6781248,-83.2229757
509,AL,GREENE COUNTY DIALYSIS,68,No Reduction,6/30/1994,32.6010112,-86.6807365
510,CA,UC DAVIS MEDICAL CENTER PEDIATRIC,No Score,No Reduction,8/3/2016,37.2718745,-119.2704153
511,AL,FRESENIUS MEDICAL CARE HUNTSVILLE HOME LLC,67,No Reduction,1/23/2014,32.6010112,-86.6807365
512,AL,FMC OPELIKA,78,No Reduction,9/7/1982,32.6010112,-86.6807365
513,CT,MIDDLESEX DIALYSIS CENTER LLC.,82,No Reduction,11/15/2000,41.5187835,-72.757507
514,CO,062554 KIDNEY CENTER OF ARVADA (ARA),84,No Reduction,7/14/2008,38.9979339,-105.550567
